222	а	а	CCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#310.074#310.328
223	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@uad1986m-words#@uad1986m#310.328#310.582
224	ж	же	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#310.582#310.836
225	не	не	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#310.836#311.09
226	только	только	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#311.09#311.344
227	в	в	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#311.344#311.598
228	этом	этот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#311.598#311.852
229	клипе	клип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#311.852#312.106
230	появилась	появиться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@uad1986m-words#@uad1986m#312.106#312.36
231	почему	почему	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#314.43#314.757
232	во	в	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#314.757#315.084
233	второй	второй	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#315.084#315.411
234	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#315.411#315.738
235	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#315.738#316.066
236	мгм	мгм	INTJ	_	_	_	_	_	@uad1986m-words#@uad1986m#322.701#322.99
237	#цокает#	#цокает#	X	_	_	_	_	_	@uad1986m-words#@uad1986m#324.333#325.333
